name,age,email,phone,purchase_frequency
Jack Jensen,49,jack.jensen@distansakademin.se,0741-844167,medium
Jöhn Jöhnsön,48,john.johnson@distansakademin.se,0766-291366,low
Jade Jöhnsön,27,jade.johnson@distansakademin.se,0776-546182,medium
Jade Jensen,invalid_age,jade.jensen@distansakademin.se,0738-885235,low
Jasper Jennings,38,jasper.jennings@distansakademin.se,0764-990171,medium
Jasper Jensen,invalid_age,jasper.jensen@distansakademin.se,0787-405450,low
Jill Jacksön,invalid_age,jill.jackson@distansakademin.se,0787-178876,low
Jasper Jönes,40,jasper.jones@distansakademin.se,0761-558950,medium
Jill Jöhanssön,49,jill.johansson@distansakademin.se,0764-758192,medium
Jim Jacksön,19,jim.jackson@distansakademin.se,0714-594398,high
Jesse Jönes,37,jesse.jones@distansakademin.se,0714-455862,low
Jim Smith,18,jim.smith@distansakademin.se,0776-390058,high
Jöe Jenkins,52,joe.jenkins@distansakademin.se,0739-850561,high
Jenny Jacksön,37,jenny.jackson@distansakademin.se,0752-520328,low
Jane Jensen,32,jane.jensen@distansakademin.se,0757-260164,medium
Jill Jensen,64,jill.jensen@distansakademin.se,0712-519478,low
Jasper Jöhanssön,49,jasper.johansson@distansakademin.se,0788-365558,low
Jack Janssen,59,jack.janssen@distansakademin.se,0773-580423,low
Jane Jöhanssön,55,jane.johansson@distansakademin.se,0784-519794,high
Jenny Jacksön,49,jenny.jackson@distansakademin.se,0737-291133,high
Jenny Janssen,50,jenny.janssen@distansakademin.se,0729-837934,high
Jack Janssen,28,jack.janssen@distansakademin.se,0713-239236,low
Jasper Jönes,19,jasper.jones@distansakademin.se,0783-895143,low
Jade Jensen,61,invalid_mail,0789-838053,high
Jade Jöhnsön,invalid_age,jade.johnson@distansakademin.se,0799-952380,low
Jane Jensen,29,jane.jensen@distansakademin.se,0785-383504,high
Jill Smith,44,jill.smith@distansakademin.se,0764-331866,low
Jack Jacksön,54,jack.jackson@distansakademin.se,0713-650798,medium
Jim Janssen,invalid_age,jim.janssen@distansakademin.se,0781-861935,high
Jill Jensen,invalid_age,jill.jensen@distansakademin.se,0773-501838,medium
Jasper Jenkins,22,jasper.jenkins@distansakademin.se,0772-372087,high
Jade Jennings,33,jade.jennings@distansakademin.se,0776-704377,low
Jane Janssen,47,jane.janssen@distansakademin.se,0776-226478,high
Jöhn Jensen,22,john.jensen@distansakademin.se,0799-580149,high
Jill Janssen,47,jill.janssen@distansakademin.se,0725-274309,medium
Jasper Jöhanssön,63,jasper.johansson@distansakademin.se,0770-935930,low
Jade Jennings,42,jade.jennings@distansakademin.se,0720-149861,medium
Jack Jöhanssön,42,jack.johansson@distansakademin.se,0774-516228,high
Jöe Jöhnsön,invalid_age,joe.johnson@distansakademin.se,0787-189232,low
Jöhn Jenkins,27,john.jenkins@distansakademin.se,0727-801440,medium
Jack Jönes,57,jack.jones@distansakademin.se,0745-499447,high
Jasper Jensen,33,jasper.jensen@distansakademin.se,0772-361364,high
Jill Jennings,36,jill.jennings@distansakademin.se,0765-667484,medium
Jasper Smith,27,jasper.smith@distansakademin.se,0789-295899,low
Jöhn Jennings,62,invalid_mail,0743-187412,medium
Jöhn Jöhnsön,19,john.johnson@distansakademin.se,0789-346101,low
Jack Jöhanssön,invalid_age,jack.johansson@distansakademin.se,0734-918245,medium
Jane Jacksön,invalid_age,jane.jackson@distansakademin.se,0781-333652,medium
Jasper Jacksön,46,jasper.jackson@distansakademin.se,0764-562093,low
Jim Janssen,57,jim.janssen@distansakademin.se,0766-631833,low
Jack Jensen,22,jack.jensen@distansakademin.se,0799-626274,low
Jack Janssen,61,jack.janssen@distansakademin.se,0756-485279,high
Jenny Jöhanssön,invalid_age,jenny.johansson@distansakademin.se,0746-939942,medium
Jade Jacksön,46,jade.jackson@distansakademin.se,0710-216452,low
Jesse Jacksön,26,jesse.jackson@distansakademin.se,0797-445827,high
Jill Jöhanssön,47,jill.johansson@distansakademin.se,0710-628050,medium
Jenny Jöhnsön,20,jenny.johnson@distansakademin.se,0743-722387,medium
Jasper Jönes,32,jasper.jones@distansakademin.se,0777-237484,high
Jim Jacksön,41,jim.jackson@distansakademin.se,0763-309096,high
Jesse Jöhnsön,45,jesse.johnson@distansakademin.se,0788-980858,medium
Jenny Jönes,22,jenny.jones@distansakademin.se,0720-471191,low
Jade Janssen,48,jade.janssen@distansakademin.se,0724-542086,medium
Jack Jensen,23,jack.jensen@distansakademin.se,0715-698987,high
Jöe Jönes,invalid_age,invalid_mail,0778-297990,medium
Jasper Jennings,46,jasper.jennings@distansakademin.se,0798-658403,high
Jim Jenkins,61,jim.jenkins@distansakademin.se,0739-190580,low
Jasper Jenkins,24,jasper.jenkins@distansakademin.se,0793-513426,medium
Jöe Jensen,36,joe.jensen@distansakademin.se,0788-926312,low
Jenny Janssen,31,jenny.janssen@distansakademin.se,0710-364304,low
Jöe Jöhanssön,57,joe.johansson@distansakademin.se,0730-662286,low
Jane Jöhanssön,invalid_age,jane.johansson@distansakademin.se,0734-361035,low
Jesse Jacksön,44,jesse.jackson@distansakademin.se,0762-317943,low
Jade Smith,44,jade.smith@distansakademin.se,0767-535900,low
Jenny Jacksön,22,jenny.jackson@distansakademin.se,0767-739869,medium
Jenny Jöhnsön,35,jenny.johnson@distansakademin.se,0782-630293,low
Jöe Jöhanssön,64,joe.johansson@distansakademin.se,0749-723907,medium
Jill Jöhnsön,21,jill.johnson@distansakademin.se,0744-999492,high
Jesse Smith,23,jesse.smith@distansakademin.se,0719-112929,medium
Jasper Jacksön,20,jasper.jackson@distansakademin.se,0798-389782,low
Jade Jöhnsön,52,jade.johnson@distansakademin.se,0712-706406,medium
Jöe Jennings,19,joe.jennings@distansakademin.se,0765-786331,high
Jasper Jensen,49,jasper.jensen@distansakademin.se,0770-502069,low
Jane Janssen,40,jane.janssen@distansakademin.se,0712-852645,high
Jöhn Jennings,24,john.jennings@distansakademin.se,0710-494152,medium
Jill Jensen,56,jill.jensen@distansakademin.se,0754-926005,high
Jenny Jenkins,38,jenny.jenkins@distansakademin.se,0751-389923,high
Jasper Janssen,46,invalid_mail,0777-897324,high
Jill Smith,55,jill.smith@distansakademin.se,0746-582308,high
Jade Jöhanssön,invalid_age,jade.johansson@distansakademin.se,0721-889872,low
Jim Jennings,64,jim.jennings@distansakademin.se,0749-943139,medium
Jade Jöhanssön,23,invalid_mail,0766-334915,low
Jöhn Janssen,20,invalid_mail,0711-642303,low
Jade Jönes,invalid_age,jade.jones@distansakademin.se,0720-414275,high
Jesse Jöhanssön,37,jesse.johansson@distansakademin.se,0794-793287,low
Jane Jöhanssön,49,jane.johansson@distansakademin.se,0759-225993,low
Jesse Jennings,55,jesse.jennings@distansakademin.se,0719-511675,medium
Jade Jennings,42,jade.jennings@distansakademin.se,0746-812193,high
Jesse Smith,32,invalid_mail,0716-518066,high
Jim Janssen,57,jim.janssen@distansakademin.se,0768-203197,high
Jim Janssen,19,jim.janssen@distansakademin.se,0781-687602,medium
Jade Jennings,20,jade.jennings@distansakademin.se,0796-861913,high
Jenny Jöhnsön,62,jenny.johnson@distansakademin.se,0733-840418,low
Jasper Jensen,62,invalid_mail,0793-550529,medium
Jesse Jennings,35,jesse.jennings@distansakademin.se,0762-783989,medium
Jöe Jönes,invalid_age,joe.jones@distansakademin.se,0760-795921,high
Jill Jensen,57,jill.jensen@distansakademin.se,0714-545224,low
Jöhn Janssen,25,john.janssen@distansakademin.se,0786-398258,medium
Jöhn Jensen,36,john.jensen@distansakademin.se,0731-295528,medium
Jane Jönes,50,invalid_mail,0733-388978,high
Jack Jöhnsön,invalid_age,jack.johnson@distansakademin.se,0734-202014,high
Jim Jöhanssön,18,jim.johansson@distansakademin.se,0784-714726,high
Jane Jenkins,64,jane.jenkins@distansakademin.se,0795-154855,high
Jenny Jöhanssön,47,jenny.johansson@distansakademin.se,0742-220999,high
Jade Jennings,39,jade.jennings@distansakademin.se,0756-543498,low
Jesse Jönes,20,invalid_mail,0771-340642,high
Jöhn Jensen,52,john.jensen@distansakademin.se,0763-680024,medium
Jesse Jacksön,invalid_age,invalid_mail,0769-621042,medium
Jöhn Janssen,49,john.janssen@distansakademin.se,0764-860124,low
Jöhn Janssen,32,john.janssen@distansakademin.se,0770-175591,high
Jack Jöhanssön,invalid_age,jack.johansson@distansakademin.se,0739-112216,medium
Jane Jenkins,44,jane.jenkins@distansakademin.se,0759-136114,low
Jill Jönes,18,invalid_mail,0733-313750,low
Jade Jensen,invalid_age,jade.jensen@distansakademin.se,0767-157120,high
Jenny Smith,33,invalid_mail,0765-555539,low
Jöhn Jennings,41,john.jennings@distansakademin.se,0712-267000,medium
Jenny Jennings,45,jenny.jennings@distansakademin.se,0730-678295,low
Jade Jöhnsön,21,jade.johnson@distansakademin.se,0786-244625,high
Jack Smith,42,jack.smith@distansakademin.se,0759-710662,high
Jade Jennings,55,jade.jennings@distansakademin.se,0781-663614,medium
Jenny Jensen,58,jenny.jensen@distansakademin.se,0716-701720,medium
Jenny Jöhanssön,54,jenny.johansson@distansakademin.se,0799-843454,medium
Jenny Jöhnsön,64,jenny.johnson@distansakademin.se,0761-297708,high
Jill Jensen,54,invalid_mail,0724-690734,medium
Jenny Jensen,25,jenny.jensen@distansakademin.se,0766-524557,medium
Jenny Jensen,31,jenny.jensen@distansakademin.se,0743-422451,low
Jill Smith,27,invalid_mail,0780-782531,high
Jack Jensen,62,jack.jensen@distansakademin.se,0788-657841,low
Jade Jönes,24,jade.jones@distansakademin.se,0778-331773,medium
Jim Jöhanssön,invalid_age,jim.johansson@distansakademin.se,0734-190581,high
Jesse Smith,52,jesse.smith@distansakademin.se,0788-391497,high
Jack Jöhanssön,37,jack.johansson@distansakademin.se,0775-503669,medium
Jesse Jöhnsön,45,jesse.johnson@distansakademin.se,0760-806624,medium
Jasper Jacksön,43,jasper.jackson@distansakademin.se,0795-235186,medium
Jade Jönes,22,jade.jones@distansakademin.se,0752-450232,low
Jasper Janssen,invalid_age,jasper.janssen@distansakademin.se,0799-672728,low
Jöhn Jensen,18,john.jensen@distansakademin.se,0731-955083,low
Jill Jöhanssön,59,jill.johansson@distansakademin.se,0772-779726,high
Jenny Jacksön,53,jenny.jackson@distansakademin.se,0721-994259,high
Jane Jensen,23,invalid_mail,0773-889740,low
Jenny Jensen,45,jenny.jensen@distansakademin.se,0787-556363,low
Jesse Jöhnsön,47,jesse.johnson@distansakademin.se,0742-598926,high
Jill Jensen,20,jill.jensen@distansakademin.se,0726-239792,low
Jade Jensen,48,jade.jensen@distansakademin.se,0780-612569,high
Jade Smith,27,jade.smith@distansakademin.se,0739-691130,medium
Jim Jacksön,25,jim.jackson@distansakademin.se,0747-677775,low
Jasper Jensen,invalid_age,jasper.jensen@distansakademin.se,0750-661682,high
Jade Jenkins,58,jade.jenkins@distansakademin.se,0799-341052,low
Jade Jöhnsön,26,jade.johnson@distansakademin.se,0742-927907,high
Jill Jensen,64,jill.jensen@distansakademin.se,0733-716656,low
Jack Janssen,62,invalid_mail,0730-328460,medium
Jesse Janssen,58,jesse.janssen@distansakademin.se,0751-472525,low
Jöhn Jensen,55,john.jensen@distansakademin.se,0770-984560,high
Jane Jensen,invalid_age,invalid_mail,0725-700044,high
Jesse Jensen,22,jesse.jensen@distansakademin.se,0774-877866,medium
Jenny Janssen,invalid_age,jenny.janssen@distansakademin.se,0777-475916,low
Jesse Jensen,40,jesse.jensen@distansakademin.se,0770-602522,medium
Jack Jönes,46,jack.jones@distansakademin.se,0725-582360,medium
Jenny Jöhanssön,41,jenny.johansson@distansakademin.se,0799-799568,high
Jöhn Jensen,35,john.jensen@distansakademin.se,0764-722484,high
Jack Jensen,60,jack.jensen@distansakademin.se,0789-553688,low
Jasper Jönes,52,invalid_mail,0738-361484,medium
Jim Jöhanssön,invalid_age,jim.johansson@distansakademin.se,0736-249096,high
Jane Jennings,52,jane.jennings@distansakademin.se,0738-373841,high
Jane Jennings,50,jane.jennings@distansakademin.se,0715-844701,medium
Jasper Jacksön,32,jasper.jackson@distansakademin.se,0753-183523,medium
Jill Jenkins,19,jill.jenkins@distansakademin.se,0787-264516,medium
Jade Jensen,22,invalid_mail,0712-861801,low
Jesse Jensen,49,jesse.jensen@distansakademin.se,0722-980410,high
Jöhn Jennings,44,invalid_mail,0730-741657,high
Jim Janssen,52,jim.janssen@distansakademin.se,0797-143369,high
Jade Jensen,37,invalid_mail,0773-358847,high
Jill Jensen,40,jill.jensen@distansakademin.se,0720-982139,high
Jenny Jensen,51,jenny.jensen@distansakademin.se,0781-642333,medium
Jack Janssen,25,jack.janssen@distansakademin.se,0746-641169,low
Jöe Smith,61,joe.smith@distansakademin.se,0738-775308,high
Jane Jensen,35,invalid_mail,0720-489314,medium
Jack Jensen,invalid_age,jack.jensen@distansakademin.se,0760-142694,low
Jasper Janssen,54,jasper.janssen@distansakademin.se,0769-181276,medium
Jane Jensen,47,invalid_mail,0723-666993,medium
Jöe Smith,33,joe.smith@distansakademin.se,0737-314100,low
Jack Jenkins,44,jack.jenkins@distansakademin.se,0761-859674,low
Jöe Jönes,33,invalid_mail,0747-373454,medium
Jöe Jensen,30,joe.jensen@distansakademin.se,0737-346635,low
Jöhn Jenkins,62,john.jenkins@distansakademin.se,0729-341602,low
Jöhn Smith,invalid_age,john.smith@distansakademin.se,0795-647634,high
Jade Smith,38,jade.smith@distansakademin.se,0771-460190,high
Jöhn Janssen,55,john.janssen@distansakademin.se,0727-365920,high
Jesse Jacksön,22,jesse.jackson@distansakademin.se,0729-146657,high
Jöhn Jönes,43,john.jones@distansakademin.se,0777-480489,low
Jade Jacksön,invalid_age,jade.jackson@distansakademin.se,0740-798702,medium
Jenny Janssen,22,jenny.janssen@distansakademin.se,0727-981571,low
Jasper Janssen,20,jasper.janssen@distansakademin.se,0745-896417,low
Jöhn Jennings,35,john.jennings@distansakademin.se,0742-793905,high
Jöe Jennings,26,joe.jennings@distansakademin.se,0711-772504,high
Jöe Jöhanssön,21,joe.johansson@distansakademin.se,0755-287450,high
Jenny Janssen,32,jenny.janssen@distansakademin.se,0718-420112,low
Jade Jennings,invalid_age,invalid_mail,0742-143204,medium
Jenny Jennings,65,invalid_mail,0742-760332,low
Jill Jenkins,32,jill.jenkins@distansakademin.se,0735-403491,medium
Jasper Smith,invalid_age,invalid_mail,0763-218149,medium
Jill Jennings,26,jill.jennings@distansakademin.se,0771-117933,high
Jade Jenkins,invalid_age,invalid_mail,0771-233462,high
Jade Jennings,51,jade.jennings@distansakademin.se,0715-984186,low
Jade Jönes,invalid_age,jade.jones@distansakademin.se,0791-963521,high
Jasper Jöhanssön,48,jasper.johansson@distansakademin.se,0769-767667,low
Jasper Jensen,invalid_age,jasper.jensen@distansakademin.se,0788-592100,medium
Jack Smith,19,jack.smith@distansakademin.se,0744-562513,high
Jane Jacksön,18,jane.jackson@distansakademin.se,0775-496558,high
Jöe Jöhanssön,43,joe.johansson@distansakademin.se,0745-212035,low
Jesse Jacksön,33,jesse.jackson@distansakademin.se,0746-825137,medium
Jenny Jensen,invalid_age,jenny.jensen@distansakademin.se,0767-833623,low
Jack Jacksön,62,jack.jackson@distansakademin.se,0751-913628,low
Jill Jöhnsön,51,jill.johnson@distansakademin.se,0737-947219,high
Jesse Jöhnsön,27,jesse.johnson@distansakademin.se,0793-825486,low
Jenny Smith,32,jenny.smith@distansakademin.se,0797-570124,low
Jim Jöhnsön,40,jim.johnson@distansakademin.se,0742-643352,low
Jim Janssen,invalid_age,jim.janssen@distansakademin.se,0734-959704,medium
Jöhn Jennings,49,john.jennings@distansakademin.se,0755-812327,medium
Jane Jöhanssön,49,jane.johansson@distansakademin.se,0742-513710,low
Jenny Janssen,41,jenny.janssen@distansakademin.se,0722-961305,low
Jim Jöhanssön,invalid_age,jim.johansson@distansakademin.se,0712-103506,low
Jesse Jöhanssön,20,jesse.johansson@distansakademin.se,0767-396564,medium
Jane Jöhnsön,59,invalid_mail,0763-700371,high
Jack Jensen,invalid_age,jack.jensen@distansakademin.se,0754-640157,high
Jesse Smith,47,jesse.smith@distansakademin.se,0753-616364,low
Jöhn Jensen,60,john.jensen@distansakademin.se,0774-580171,low
Jack Jensen,18,jack.jensen@distansakademin.se,0775-317860,high
Jöhn Jenkins,65,john.jenkins@distansakademin.se,0765-287737,low
Jim Jönes,30,jim.jones@distansakademin.se,0747-821975,high
Jane Jöhnsön,56,jane.johnson@distansakademin.se,0748-820239,high
Jasper Jenkins,61,jasper.jenkins@distansakademin.se,0795-778913,low
Jane Smith,55,jane.smith@distansakademin.se,0782-419621,medium
Jill Jensen,35,invalid_mail,0780-954809,medium
Jöhn Janssen,19,john.janssen@distansakademin.se,0787-706713,high
Jasper Jöhnsön,57,jasper.johnson@distansakademin.se,0772-257271,low
Jenny Jenkins,61,jenny.jenkins@distansakademin.se,0775-675909,low
Jade Jöhnsön,29,jade.johnson@distansakademin.se,0748-289021,low
Jasper Janssen,51,jasper.janssen@distansakademin.se,0790-947748,medium
Jesse Jennings,42,jesse.jennings@distansakademin.se,0756-862292,high
Jesse Jensen,46,invalid_mail,0791-116475,high
Jim Janssen,20,jim.janssen@distansakademin.se,0734-775450,medium
Jill Jönes,invalid_age,jill.jones@distansakademin.se,0724-937429,medium
Jade Jensen,26,jade.jensen@distansakademin.se,0720-898339,high
Jöhn Jönes,25,john.jones@distansakademin.se,0722-410852,low
Jesse Jöhanssön,56,jesse.johansson@distansakademin.se,0711-495366,medium
Jane Jensen,52,jane.jensen@distansakademin.se,0793-832608,medium
Jade Jennings,30,jade.jennings@distansakademin.se,0756-696471,low
Jill Smith,34,jill.smith@distansakademin.se,0796-730235,medium
Jenny Jöhanssön,invalid_age,jenny.johansson@distansakademin.se,0799-109147,low
Jane Jensen,59,invalid_mail,0752-133957,medium
Jim Jenkins,20,jim.jenkins@distansakademin.se,0746-844611,low
Jöe Smith,33,joe.smith@distansakademin.se,0737-346866,high
Jöhn Janssen,59,john.janssen@distansakademin.se,0795-512993,high
Jill Jacksön,49,jill.jackson@distansakademin.se,0765-208186,high
Jasper Jönes,invalid_age,jasper.jones@distansakademin.se,0747-147412,low
Jack Smith,42,jack.smith@distansakademin.se,0726-813211,high
Jesse Jöhnsön,38,invalid_mail,0788-107363,high
Jim Jensen,41,jim.jensen@distansakademin.se,0733-234509,high
Jöe Jensen,57,joe.jensen@distansakademin.se,0785-805118,low
Jöhn Jöhanssön,61,invalid_mail,0738-760104,high
Jade Jenkins,64,invalid_mail,0789-422432,high
Jack Jönes,56,jack.jones@distansakademin.se,0794-560969,low
Jöe Jenkins,47,joe.jenkins@distansakademin.se,0771-934855,high
Jöe Jönes,29,joe.jones@distansakademin.se,0729-562389,low
Jim Janssen,57,jim.janssen@distansakademin.se,0794-351909,low
Jack Jönes,50,jack.jones@distansakademin.se,0786-744613,medium
Jim Jensen,42,jim.jensen@distansakademin.se,0766-490929,low
Jim Jönes,59,jim.jones@distansakademin.se,0786-331076,medium
Jesse Jönes,52,jesse.jones@distansakademin.se,0784-642839,medium
Jack Jönes,invalid_age,jack.jones@distansakademin.se,0798-701430,low
Jack Jöhnsön,25,invalid_mail,0710-126726,high
Jesse Janssen,18,jesse.janssen@distansakademin.se,0764-503626,high
Jane Smith,invalid_age,jane.smith@distansakademin.se,0752-819896,high
Jöhn Jennings,34,john.jennings@distansakademin.se,0747-377436,high
Jim Jensen,33,jim.jensen@distansakademin.se,0710-911242,low
Jenny Janssen,24,jenny.janssen@distansakademin.se,0710-223439,low
Jasper Jacksön,54,jasper.jackson@distansakademin.se,0760-892287,medium
